sumlev,geocode,namelsad,coname,state,county,placefp,pop2020,hu2020
155,3712186049,Cherry Branch CDP,Craven County,37,49,12186,1211,461
155,3712340071,Cherryville city,Gaston County,37,71,12340,6078,2745
155,3712460161,Chimney Rock Village village,Rutherford County,37,161,12460,140,168
155,3712480159,China Grove town,Rowan County,37,159,12480,4434,1911
155,3712520061,Chinquapin CDP,Duplin County,37,61,12520,86,65
155,3712580013,Chocowinity town,Beaufort County,37,13,12580,722,389
155,3712590041,Chowan Beach CDP,Chowan County,37,41,12590,385,188
155,3712720035,Claremont city,Catawba County,37,35,12720,1692,774
155,3712780017,Clarkton town,Bladen County,37,17,12780,614,297
155,3712860101,Clayton town,Johnston County,37,101,12860,26307,10576
155,3712860183,Clayton town,Wake County,37,183,12860,0,0
155,3712960067,Clemmons village,Forsyth County,37,67,12960,21163,8897
155,3713000159,Cleveland town,Rowan County,37,159,13000,846,374
155,3713100161,Cliffside CDP,Rutherford County,37,161,13100,530,234
155,3713240163,Clinton city,Sampson County,37,163,13240,8383,3772
155,3713280087,Clyde town,Haywood County,37,87,13280,1368,637
155,3713360085,Coats town,Harnett County,37,85,13360,2155,998
155,3713460091,Cofield village,Hertford County,37,91,13460,267,157
155,3713500053,Coinjock CDP,Currituck County,37,53,13500,337,165
155,3713560015,Colerain town,Bertie County,37,15,13560,217,113
155,3713940177,Columbia town,Tyrrell County,37,177,13940,610,349
155,3713980149,Columbus town,Polk County,37,149,13980,1060,472
155,3714060091,Como town,Hertford County,37,91,14060,67,43
155,3714100025,Concord city,Cabarrus County,37,25,14100,105240,40772
155,3714200065,Conetoe town,Edgecombe County,37,65,14200,198,118
155,3714280023,Connelly Springs town,Burke County,37,23,14280,1529,838
155,3714340035,Conover city,Catawba County,37,35,14340,8421,3805
155,3714400131,Conway town,Northampton County,37,131,14400,752,363
155,3714460059,Cooleemee town,Davie County,37,59,14460,940,424
155,3714600153,Cordova CDP,Richmond County,37,153,14600,1653,738
155,3714700119,Cornelius town,Mecklenburg County,37,119,14700,31412,14536
155,3715020049,Cove City town,Craven County,37,49,15020,378,197
155,3715040189,Cove Creek CDP,Watauga County,37,189,15040,1068,573
155,3715260071,Cramerton town,Gaston County,37,71,15260,5296,2506
155,3715320077,Creedmoor city,Granville County,37,77,15320,4866,1953
155,3715420187,Creswell town,Washington County,37,187,15420,207,122
155,3715440193,Cricket CDP,Wilkes County,37,193,15440,1966,873
155,3715580011,Crossnore town,Avery County,37,11,15580,143,75
155,3715640109,Crouse CDP,Lincoln County,37,109,15640,322,160
155,3715880099,Cullowhee CDP,Jackson County,37,99,15880,7682,2366
155,3716084013,Cypress Landing CDP,Beaufort County,37,13,16084,1257,661
155,3716180071,Dallas town,Gaston County,37,71,16180,5927,2522
155,3716220089,Dana CDP,Henderson County,37,89,16220,3683,1463
155,3716240169,Danbury town,Stokes County,37,169,16240,189,51
155,3716400097,Davidson town,Iredell County,37,97,16400,378,163
155,3716400119,Davidson town,Mecklenburg County,37,119,16400,14728,5735
155,3716480031,Davis CDP,Carteret County,37,31,16480,311,240
155,3716720107,Deep Run CDP,Lenoir County,37,107,16720,572,248
155,3716730165,Deercroft CDP,Scotland County,37,165,16730,414,190
155,3716780047,Delco CDP,Columbus County,37,47,16780,287,143
155,3716820071,Dellview town,Gaston County,37,71,16820,6,3
155,3716860163,Delway CDP,Sampson County,37,163,16860,150,89
155,3716980057,Denton town,Davidson County,37,57,16980,1494,731
155,3717000109,Denver CDP,Lincoln County,37,109,17000,2697,1206
155,3717180099,Dillsboro town,Jackson County,37,99,17180,213,136
155,3717325153,Dobbins Heights town,Richmond County,37,153,17325,687,378
155,3717340171,Dobson town,Surry County,37,171,17340,1462,594
155,3717520127,Dortches town,Nash County,37,127,17520,1082,477
155,3717660049,Dover town,Craven County,37,49,17660,349,186
155,3717860023,Drexel town,Burke County,37,23,17860,1760,811
155,3718040017,Dublin town,Bladen County,37,17,18040,267,120
155,3718060055,Duck town,Dare County,37,55,18060,742,2461
155,3718080191,Dudley CDP,Wayne County,37,191,18080,826,364
155,3718300093,Dundarrach CDP,Hoke County,37,93,18300,34,18
155,3718320085,Dunn city,Harnett County,37,85,18320,8446,4150
155,3719000135,Durham city,Orange County,37,135,19000,144,17
155,3719000183,Durham city,Wake County,37,183,19000,269,126
155,3719000063,Durham city,Durham County,37,63,19000,283093,127862
155,3719140045,Earl town,Cleveland County,37,45,19140,198,106
155,3719300017,East Arcadia town,Bladen County,37,17,19300,418,198
155,3719320197,East Bend town,Yadkin County,37,197,19320,634,291
155,3719420089,East Flat Rock CDP,Henderson County,37,89,19420,5757,2286
155,3719620165,East Laurinburg town,Scotland County,37,165,19620,234,122
155,3719740051,Eastover town,Cumberland County,37,51,19740,3656,1658
155,3719800153,East Rockingham CDP,Richmond County,37,153,19800,3471,1572
155,3719860159,East Spencer town,Rowan County,37,159,19860,1567,784
155,3720080157,Eden city,Rockingham County,37,157,20080,15421,7740
155,3720120041,Edenton town,Chowan County,37,41,20120,4460,2449
155,3720280089,Edneyville CDP,Henderson County,37,89,20280,2395,1065
155,3720420135,Efland CDP,Orange County,37,135,20420,852,369
155,3720580139,Elizabeth City city,Pasquotank County,37,139,20580,18593,8616
155,3720580029,Elizabeth City city,Camden County,37,29,20580,38,26
155,3720600017,Elizabethtown town,Bladen County,37,17,20600,3296,1631
155,3720620193,Elkin town,Wilkes County,37,193,20620,73,38
155,3720620171,Elkin town,Surry County,37,171,20620,4049,2021
155,3720700011,Elk Park town,Avery County,37,11,20700,542,287
155,3720780161,Ellenboro town,Rutherford County,37,161,20780,723,353
155,3720840153,Ellerbe town,Richmond County,37,153,20840,864,426
155,3720980195,Elm City town,Wilson County,37,195,20980,1218,588
155,3720980127,Elm City town,Nash County,37,127,20980,0,0
155,3721095001,Elon town,Alamance County,37,1,21095,11336,3175
155,3721120155,Elrod CDP,Robeson County,37,155,21120,391,158
155,3721130191,Elroy CDP,Wayne County,37,191,21130,3755,1701
155,3721160031,Emerald Isle town,Carteret County,37,31,21160,3847,6769
155,3721260021,Emma CDP,Buncombe County,37,21,21260,2174,872
155,3721360083,Enfield town,Halifax County,37,83,21360,1865,1034
155,3721380095,Engelhard CDP,Hyde County,37,95,21380,374,233
155,3721500159,Enochville CDP,Rowan County,37,159,21500,2893,1258
155,3721740085,Erwin town,Harnett County,37,85,21740,4542,2026
155,3721880089,Etowah CDP,Henderson County,37,89,21880,7642,3680
155,3721960191,Eureka town,Wayne County,37,191,21960,214,102
155,3722040117,Everetts town,Martin County,37,117,22040,150,82
