sumlev,geocode,coname,county,pop2020,hu2020
700,3716300AUTR,Sampson County,163,2332,1072
700,3716300CLCE,Sampson County,163,1621,792
700,3716300CLEA,Sampson County,163,4468,1751
700,3716300CLEM,Sampson County,163,2326,989
700,3716300CLNE,Sampson County,163,3020,1472
700,3716300CLSW,Sampson County,163,2561,1095
700,3716300CLWE,Sampson County,163,3138,1232
700,3716300GARL,Sampson County,163,1874,899
700,3716300GIDD,Sampson County,163,2243,906
700,3716300HARR,Sampson County,163,2190,1164
700,3716300HERR,Sampson County,163,1112,464
700,3716300INGO,Sampson County,163,2154,962
700,3716300KEEN,Sampson County,163,2125,878
700,3716300KFRK,Sampson County,163,2697,1152
700,3716300LAKE,Sampson County,163,3950,1776
700,3716300MING,Sampson County,163,3942,1516
700,3716300NGRV,Sampson County,163,2319,1019
700,3716300PLVW,Sampson County,163,3941,1628
700,3716300ROSE,Sampson County,163,2331,1083
700,3716300ROWA,Sampson County,163,2962,1219
700,3716300SBRG,Sampson County,163,1371,635
700,3716300TURK,Sampson County,163,1734,756
700,3716300WBRK,Sampson County,163,2625,1021
700,37165000003,Scotland County,165,4378,2145
700,37165000004,Scotland County,165,5187,2140
700,37165000007,Scotland County,165,4049,1904
700,37165001-16,Scotland County,165,7523,2350
700,37165002-25,Scotland County,165,5096,2190
700,37165005-10,Scotland County,165,2991,1413
700,37165006-89,Scotland County,165,4950,2206
700,37167000003,Stanly County,167,3062,1518
700,37167000007,Stanly County,167,3354,1503
700,37167000008,Stanly County,167,2695,1275
700,37167000010,Stanly County,167,2152,1033
700,37167000011,Stanly County,167,1997,789
700,37167000013,Stanly County,167,2843,1258
700,37167000014,Stanly County,167,1526,802
700,37167000015,Stanly County,167,2692,895
700,37167000016,Stanly County,167,1791,857
700,37167000017,Stanly County,167,2640,1104
700,37167000018,Stanly County,167,1966,751
700,37167000019,Stanly County,167,2199,915
700,37167000020,Stanly County,167,3300,1389
700,37167000021,Stanly County,167,1771,761
700,37167000022,Stanly County,167,2854,1225
700,37167000023,Stanly County,167,4046,1765
700,37167000024,Stanly County,167,5037,2178
700,37167000025,Stanly County,167,4766,1899
700,37167000026,Stanly County,167,2347,1017
700,37167000027,Stanly County,167,3186,1871
700,37167000028,Stanly County,167,2324,1074
700,37167000212,Stanly County,167,3956,1806
700,37169000001,Stokes County,169,1153,557
700,37169000002,Stokes County,169,2510,1295
700,37169000003,Stokes County,169,1813,932
700,37169000004,Stokes County,169,2907,1258
700,37169000007,Stokes County,169,910,456
700,37169000008,Stokes County,169,1862,860
700,37169000009,Stokes County,169,2931,1372
700,37169000010,Stokes County,169,4612,2001
700,37169000011,Stokes County,169,5248,2541
700,37169000012,Stokes County,169,2580,1181
700,37169000013,Stokes County,169,2513,1074
700,37169000014,Stokes County,169,3105,1524
700,37169000015,Stokes County,169,1785,834
700,37169000017,Stokes County,169,2464,1169
700,37169000020,Stokes County,169,2026,996
700,37169000506,Stokes County,169,1828,1014
700,37169001618,Stokes County,169,2759,1327
700,37169001819,Stokes County,169,1514,769
700,37171000001,Surry County,171,2766,1395
700,37171000004,Surry County,171,2891,1208
700,37171000005,Surry County,171,3659,1617
700,37171000009,Surry County,171,2130,1126
700,37171000010,Surry County,171,1776,761
700,37171000011,Surry County,171,2531,1057
700,37171000012,Surry County,171,3813,1990
700,37171000013,Surry County,171,1818,850
700,37171000015,Surry County,171,2883,1435
700,37171000016,Surry County,171,2117,1001
700,37171000017,Surry County,171,2035,963
700,37171000018,Surry County,171,3238,1489
700,37171000019,Surry County,171,4300,2047
700,37171000022,Surry County,171,1807,851
700,37171000023,Surry County,171,1936,914
700,37171000024,Surry County,171,1091,518
700,37171000025,Surry County,171,2493,1059
700,37171000026,Surry County,171,4049,1865
700,37171000027,Surry County,171,2372,1173
700,37171000028,Surry County,171,2028,923
700,37171000029,Surry County,171,5254,2274
700,37171000030,Surry County,171,6283,3038
700,37171000031,Surry County,171,4004,1952
700,37171000032,Surry County,171,4085,1930
700,37173000BC1,Swain County,173,2944,1839
700,37173000BC2,Swain County,173,3021,1876
700,3717300WHCH,Swain County,173,5659,2733
700,37173ALARKA,Swain County,173,1048,676
700,37173ALMOND,Swain County,173,1445,1217
700,371750000B1,Transylvania County,175,2353,1189
700,371750000B2,Transylvania County,175,2269,1165
700,371750000B3,Transylvania County,175,2401,1434
700,371750000B4,Transylvania County,175,2489,1085
700,371750000BD,Transylvania County,175,3747,1703
700,371750000CC,Transylvania County,175,2973,1435
700,371750000CM,Transylvania County,175,987,741
700,371750000DR,Transylvania County,175,2800,2078
700,371750000EF,Transylvania County,175,1135,799
700,371750000LR,Transylvania County,175,2154,1017
700,371750000PF,Transylvania County,175,1834,810
700,371750000RE,Transylvania County,175,2638,1397
700,371750000WC,Transylvania County,175,1826,1055
700,37175000TC1,Transylvania County,175,1173,674
700,37175000TC7,Transylvania County,175,2207,2443
700,37177000001,Tyrrell County,177,267,149
700,37177000002,Tyrrell County,177,1978,1217
700,37177000003,Tyrrell County,177,265,169
700,37177000014,Tyrrell County,177,107,47
700,37177000015,Tyrrell County,177,576,395
700,37177000016,Tyrrell County,177,52,22
700,37179000001,Union County,179,3514,1375
700,37179000002,Union County,179,3340,1165
700,37179000003,Union County,179,2595,1037
700,37179000004,Union County,179,3871,1222
700,37179000005,Union County,179,5030,1876
700,37179000006,Union County,179,2709,1024
700,37179000007,Union County,179,4998,1950
700,37179000008,Union County,179,5212,1355
700,37179000009,Union County,179,2502,951
700,37179000010,Union County,179,2190,932
700,37179000011,Union County,179,3561,1408
700,37179000012,Union County,179,3322,1276
700,37179000013,Union County,179,3713,1395
700,37179000014,Union County,179,2270,941
700,37179000015,Union County,179,6998,2733
700,37179000016,Union County,179,8223,2703
700,37179000018,Union County,179,4224,1387
700,37179000019,Union County,179,8627,2815
700,37179000021,Union County,179,3473,1347
700,37179000022,Union County,179,3348,1370
700,37179000023,Union County,179,3052,1204
700,37179000024,Union County,179,3494,1396
700,37179000025,Union County,179,2882,1195
700,37179000026,Union County,179,3106,1185
700,37179000027,Union County,179,2508,1068
700,37179000030,Union County,179,7184,2883
700,37179000031,Union County,179,5957,2126
700,37179000032,Union County,179,4264,1666
700,37179000033,Union County,179,3418,1339
700,37179000034,Union County,179,5144,1898
700,37179000035,Union County,179,2415,911
700,37179000036,Union County,179,3134,1270
700,37179000039,Union County,179,3610,1356
700,37179000040,Union County,179,5535,1741
700,37179000041,Union County,179,6065,1913
700,37179000042,Union County,179,3284,1270
700,37179000043,Union County,179,2296,745
700,3717900017A,Union County,179,4402,1561
700,3717900017B,Union County,179,6678,2028
700,3717900020A,Union County,179,8864,2954
700,3717900020B,Union County,179,6976,2092
700,3717900028A,Union County,179,7823,2279
700,3717900028B,Union County,179,6035,1750
700,3717900028C,Union County,179,5095,1526
700,3717900028D,Union County,179,7413,2240
700,3717900029A,Union County,179,7180,2301
700,3717900029B,Union County,179,2352,826
700,3717900029C,Union County,179,3659,1472
700,3717900037A,Union County,179,8654,2938
700,3717900037B,Union County,179,1732,618
700,3717900038A,Union County,179,7067,2521
700,3717900038B,Union County,179,3269,1254
700,371810000CC,Vance County,181,3506,1494
700,371810000NH,Vance County,181,4604,2428
700,371810000NV,Vance County,181,2143,968
700,371810000WH,Vance County,181,5319,2467
700,37181000EH1,Vance County,181,3080,1354
700,37181000NH1,Vance County,181,3078,1498
700,37181000SH1,Vance County,181,3282,1373
700,37181000SH2,Vance County,181,1467,664
700,3718100HTOP,Vance County,181,1117,536
700,3718100KITT,Vance County,181,5045,2151
700,3718100MIDD,Vance County,181,3520,1723
700,3718100SCRK,Vance County,181,6417,2620
700,37183001-01,Wake County,183,3051,1413
700,37183001-02,Wake County,183,3245,1264
700,37183001-03,Wake County,183,2629,1177
700,37183001-04,Wake County,183,1569,829
700,37183001-05,Wake County,183,1518,607
700,37183001-06,Wake County,183,3824,2697
700,37183001-07,Wake County,183,3595,3052
700,37183001-09,Wake County,183,1650,743
700,37183001-10,Wake County,183,2013,828
700,37183001-11,Wake County,183,3227,1519
700,37183001-12,Wake County,183,2765,1394
700,37183001-13,Wake County,183,2240,1094
700,37183001-14,Wake County,183,4670,2434
700,37183001-15,Wake County,183,3238,2212
700,37183001-16,Wake County,183,4357,2184
700,37183001-17,Wake County,183,1525,751
700,37183001-18,Wake County,183,5066,2348
700,37183001-19,Wake County,183,3307,1216
700,37183001-20,Wake County,183,4279,2270
700,37183001-21,Wake County,183,8436,3490
700,37183001-22,Wake County,183,6719,2386
700,37183001-23,Wake County,183,14407,3892
700,37183001-25,Wake County,183,1158,577
700,37183001-26,Wake County,183,5556,1486
700,37183001-27,Wake County,183,3680,1720
700,37183001-28,Wake County,183,7107,3482
700,37183001-29,Wake County,183,3107,1345
700,37183001-30,Wake County,183,1726,650
700,37183001-31,Wake County,183,8971,4076
700,37183001-32,Wake County,183,4834,2340
700,37183001-33,Wake County,183,2402,1210
700,37183001-34,Wake County,183,2704,941
700,37183001-35,Wake County,183,4274,1807
700,37183001-36,Wake County,183,3884,2088
700,37183001-37,Wake County,183,2468,1050
700,37183001-38,Wake County,183,3826,1605
700,37183001-39,Wake County,183,3881,2075
700,37183001-40,Wake County,183,8121,3328
700,37183001-41,Wake County,183,4205,1901
700,37183001-42,Wake County,183,3734,1563
700,37183001-43,Wake County,183,4057,2321
700,37183001-44,Wake County,183,5997,3045
700,37183001-45,Wake County,183,3288,1335
700,37183001-46,Wake County,183,7536,3119
700,37183001-47,Wake County,183,2838,1100
700,37183001-48,Wake County,183,3343,1622
700,37183001-49,Wake County,183,6285,3181
700,37183001-50,Wake County,183,4736,1664
700,37183001-51,Wake County,183,1454,676
700,37183002-01,Wake County,183,4172,1654
700,37183002-02,Wake County,183,7699,2790
700,37183002-03,Wake County,183,3736,1373
700,37183002-04,Wake County,183,3188,1162
700,37183002-05,Wake County,183,1263,464
700,37183002-06,Wake County,183,3198,1177
700,37183003-00,Wake County,183,10670,3453
700,37183004-01,Wake County,183,3295,1779
700,37183004-02,Wake County,183,5125,1967
700,37183004-03,Wake County,183,3560,1650
700,37183004-04,Wake County,183,3171,1525
700,37183004-05,Wake County,183,5069,1887
700,37183004-06,Wake County,183,4051,1762
700,37183004-07,Wake County,183,3509,1302
700,37183004-08,Wake County,183,3941,1698
700,37183004-09,Wake County,183,4005,1622
700,37183004-10,Wake County,183,3964,1665
700,37183004-11,Wake County,183,2820,1088
700,37183004-12,Wake County,183,3791,1572
700,37183004-13,Wake County,183,6415,2466
700,37183004-14,Wake County,183,2147,973
700,37183004-15,Wake County,183,3546,1492
700,37183004-16,Wake County,183,2773,1348
700,37183004-17,Wake County,183,2561,1313
700,37183004-18,Wake County,183,4551,2365
700,37183004-19,Wake County,183,2449,876
700,37183004-20,Wake County,183,5344,2310
700,37183004-21,Wake County,183,3676,1801
700,37183005-01,Wake County,183,7274,3554
700,37183005-03,Wake County,183,8411,3751
700,37183005-05,Wake County,183,12050,6402
700,37183005-06,Wake County,183,7887,2817
700,37183005-07,Wake County,183,14766,4937
700,37183005-08,Wake County,183,10241,3752
700,37183006-04,Wake County,183,6929,2673
700,37183006-05,Wake County,183,4367,1518
700,37183006-06,Wake County,183,10600,3578
700,37183006-07,Wake County,183,5380,1983
700,37183006-08,Wake County,183,3346,1215
700,37183006-09,Wake County,183,12143,4150
700,37183006-10,Wake County,183,6485,2197
700,37183007-01,Wake County,183,2861,1327
700,37183007-02,Wake County,183,2317,1089
700,37183007-03,Wake County,183,2017,886
700,37183007-04,Wake County,183,6118,3102
700,37183007-05,Wake County,183,2541,1225
700,37183007-06,Wake County,183,4558,2193
700,37183007-07,Wake County,183,5893,3006
700,37183007-09,Wake County,183,5050,2705
700,37183007-10,Wake County,183,7926,4175
700,37183007-11,Wake County,183,1409,724
700,37183007-12,Wake County,183,4145,2278
700,37183007-13,Wake County,183,3048,1673
700,37183008-02,Wake County,183,5529,2372
700,37183008-03,Wake County,183,8678,3894
700,37183008-04,Wake County,183,2146,780
700,37183008-05,Wake County,183,2805,1147
700,37183008-06,Wake County,183,3799,2299
700,37183008-07,Wake County,183,3350,1195
700,37183008-08,Wake County,183,6231,2131
700,37183008-09,Wake County,183,3169,1397
700,37183008-10,Wake County,183,4203,1954
700,37183008-11,Wake County,183,6316,2703
700,37183009-01,Wake County,183,3772,1521
700,37183009-02,Wake County,183,6424,2556
700,37183009-03,Wake County,183,5678,2113
700,37183010-01,Wake County,183,2168,803
700,37183010-02,Wake County,183,7693,2828
700,37183010-03,Wake County,183,4691,1839
700,37183010-04,Wake County,183,12838,4905
700,37183011-01,Wake County,183,8732,5035
700,37183011-02,Wake County,183,6504,3790
700,37183012-01,Wake County,183,9426,3506
700,37183012-02,Wake County,183,7909,3174
700,37183012-04,Wake County,183,8474,3078
700,37183012-05,Wake County,183,12886,4254
700,37183012-06,Wake County,183,6357,2402
700,37183012-07,Wake County,183,4974,1786
700,37183012-08,Wake County,183,7361,2746
700,37183012-09,Wake County,183,8081,3443
700,37183013-01,Wake County,183,10658,4747
700,37183013-02,Wake County,183,2871,1218
700,37183013-05,Wake County,183,4236,2152
700,37183013-06,Wake County,183,4227,1805
700,37183013-07,Wake County,183,4231,1824
700,37183013-08,Wake County,183,6072,2420
700,37183013-09,Wake County,183,7951,2957
700,37183013-10,Wake County,183,8750,3386
700,37183013-11,Wake County,183,4339,2009
700,37183014-01,Wake County,183,1185,476
700,37183014-02,Wake County,183,9489,3388
700,37183015-01,Wake County,183,6482,2525
700,37183015-02,Wake County,183,9513,3733
700,37183015-03,Wake County,183,7621,2782
700,37183015-04,Wake County,183,3257,1230
700,37183016-01,Wake County,183,5384,2799
700,37183016-02,Wake County,183,8853,3364
700,37183016-03,Wake County,183,2733,1192
700,37183016-04,Wake County,183,3735,1681
700,37183016-05,Wake County,183,4313,1881
700,37183016-06,Wake County,183,2687,1146
700,37183016-07,Wake County,183,4521,1859
700,37183016-09,Wake County,183,6707,2605
700,37183016-10,Wake County,183,8391,2694
700,37183016-11,Wake County,183,5947,2102
700,37183017-01,Wake County,183,5510,2191
700,37183017-02,Wake County,183,3094,1205
700,37183017-03,Wake County,183,9870,4133
700,37183017-04,Wake County,183,11877,4742
700,37183017-05,Wake County,183,6651,2550
700,37183017-06,Wake County,183,4531,1678
700,37183017-07,Wake County,183,7406,2576
700,37183017-09,Wake County,183,7130,2522
700,37183017-10,Wake County,183,2507,1061
700,37183017-11,Wake County,183,8838,2866
700,37183017-12,Wake County,183,6196,2136
700,37183017-13,Wake County,183,8139,3336
700,37183018-01,Wake County,183,8732,3788
700,37183018-02,Wake County,183,6578,2327
700,37183018-03,Wake County,183,2998,1399
700,37183018-04,Wake County,183,6758,2680
700,37183018-05,Wake County,183,6614,2387
700,37183018-06,Wake County,183,6387,3299
700,37183018-07,Wake County,183,5085,1879
700,37183018-08,Wake County,183,6727,3372
700,37183019-03,Wake County,183,5124,1892
700,37183019-05,Wake County,183,4530,1706
700,37183019-07,Wake County,183,6898,2701
700,37183019-09,Wake County,183,7355,2615
700,37183019-11,Wake County,183,5434,2375
700,37183019-12,Wake County,183,11520,4567
700,37183019-13,Wake County,183,3659,1836
700,37183019-14,Wake County,183,4802,1929
700,37183019-15,Wake County,183,4425,1886
700,37183019-16,Wake County,183,4340,1677
700,37183019-17,Wake County,183,8723,3060
700,37183019-18,Wake County,183,5353,1699
700,37183019-19,Wake County,183,10113,3662
700,37183019-20,Wake County,183,5182,1690
700,37183019-21,Wake County,183,8030,2737
700,37183020-01,Wake County,183,7187,2703
700,37183020-03,Wake County,183,6234,3018
700,37183020-04,Wake County,183,6090,1958
700,37183020-05,Wake County,183,5376,2375
700,37183020-08,Wake County,183,7596,2907
700,37183020-09,Wake County,183,3914,1407
700,37183020-10,Wake County,183,5272,1733
700,37183020-11,Wake County,183,8501,3139
700,37183020-12,Wake County,183,9992,3733
700,37183020-14,Wake County,183,12056,3643
700,37183020-15,Wake County,183,10582,4024
700,37183020-16,Wake County,183,8179,3637
700,37183020-17,Wake County,183,8917,2752
700,3718320-06A,Wake County,183,8740,3348
700,3718320-06B,Wake County,183,5358,1869
700,37185000001,Warren County,185,1276,1284
700,37185000002,Warren County,185,1149,1119
700,37185000003,Warren County,185,1224,628
700,37185000004,Warren County,185,1096,532
700,37185000005,Warren County,185,2181,870
700,37185000006,Warren County,185,1644,793
700,37185000007,Warren County,185,1155,584
700,37185000008,Warren County,185,1626,811
700,37185000009,Warren County,185,712,388
700,37185000010,Warren County,185,2357,1173
700,37185000011,Warren County,185,461,248
700,37185000012,Warren County,185,1147,1453
700,37185000013,Warren County,185,920,489
700,37185000014,Warren County,185,1694,937
700,371870000LM,Washington County,187,2267,1298
700,371870000P1,Washington County,187,1705,891
700,371870000P2,Washington County,187,1261,799
700,371870000P3,Washington County,187,3240,1559
700,371870000SC,Washington County,187,1474,844
700,371870000SK,Washington County,187,1056,648
700,37189000001,Watauga County,189,687,415
700,37189000002,Watauga County,189,1332,715
700,37189000003,Watauga County,189,2913,3658
700,37189000004,Watauga County,189,4357,2842
700,37189000005,Watauga County,189,1880,1145
700,37189000006,Watauga County,189,5212,1036
700,37189000007,Watauga County,189,4679,2639
700,37189000008,Watauga County,189,2951,1591
700,37189000009,Watauga County,189,749,625
700,37189000010,Watauga County,189,1475,865
700,37189000011,Watauga County,189,3139,1607
700,37189000012,Watauga County,189,3605,558
700,37189000013,Watauga County,189,4262,2211
700,37189000014,Watauga County,189,3990,2172
700,37189000015,Watauga County,189,4885,2469
700,37189000016,Watauga County,189,202,132
700,37189000017,Watauga County,189,835,594
700,37189000018,Watauga County,189,2420,1246
700,37189000019,Watauga County,189,3898,4118
700,37189000020,Watauga County,189,615,1999
700,37191000001,Wayne County,191,3542,1641
700,37191000002,Wayne County,191,5146,2257
700,37191000003,Wayne County,191,5058,2111
700,37191000004,Wayne County,191,6559,2719
700,37191000005,Wayne County,191,4792,1993
700,37191000006,Wayne County,191,3610,1631
700,37191000007,Wayne County,191,6645,2766
700,37191000008,Wayne County,191,4364,1915
700,37191000009,Wayne County,191,4875,1538
700,37191000010,Wayne County,191,3067,1284
700,37191000011,Wayne County,191,3612,1974
700,37191000012,Wayne County,191,4852,2574
700,37191000013,Wayne County,191,2799,1260
700,37191000014,Wayne County,191,4302,1812
700,37191000015,Wayne County,191,5882,2546
700,37191000016,Wayne County,191,3810,1768
700,37191000017,Wayne County,191,2574,1100
700,37191000018,Wayne County,191,2364,1217
700,37191000021,Wayne County,191,2393,1187
700,37191000022,Wayne County,191,2726,1563
700,37191000023,Wayne County,191,4073,1674
700,37191000024,Wayne County,191,3818,1858
700,37191000026,Wayne County,191,4017,1722
700,37191000027,Wayne County,191,2795,1231
700,37191000028,Wayne County,191,6744,2871
700,37191000029,Wayne County,191,2454,1277
700,37191001920,Wayne County,191,4630,2338
700,37191002530,Wayne County,191,5830,2724
700,37193000101,Wilkes County,193,1010,468
700,37193000102,Wilkes County,193,2147,1074
700,37193000103,Wilkes County,193,647,307
700,37193000104,Wilkes County,193,2987,1362
700,37193000105,Wilkes County,193,1783,799
700,37193000106,Wilkes County,193,1318,649
700,37193000107,Wilkes County,193,3770,1826
700,37193000108,Wilkes County,193,2550,1168
700,37193000109,Wilkes County,193,1101,686
700,37193000111,Wilkes County,193,2749,1266
700,37193000112,Wilkes County,193,3030,1407
700,37193000114,Wilkes County,193,953,477
700,37193000117,Wilkes County,193,1685,763
700,37193000118,Wilkes County,193,4175,1873
700,37193000119,Wilkes County,193,5959,2727
700,37193000120,Wilkes County,193,2700,1218
700,37193000121,Wilkes County,193,3147,1432
700,37193000122,Wilkes County,193,1027,498
700,37193000123,Wilkes County,193,1130,625
700,37193000124,Wilkes County,193,1892,906
700,37193000125,Wilkes County,193,1083,724
700,37193000126,Wilkes County,193,1109,608
700,37193000127,Wilkes County,193,3434,1557
700,37193000128,Wilkes County,193,3801,1856
700,37193000129,Wilkes County,193,2722,1280
700,3719300113A,Wilkes County,193,2802,1583
700,3719300115A,Wilkes County,193,5258,2406
700,3719500PRBL,Wilson County,195,3808,1703
700,3719500PRCR,Wilson County,195,3656,1662
700,3719500PRGA,Wilson County,195,3521,1518
700,3719500PROL,Wilson County,195,5738,2437
700,3719500PRSA,Wilson County,195,1443,729
700,3719500PRSP,Wilson County,195,3168,1398
700,3719500PRST,Wilson County,195,2058,873
700,3719500PRTA,Wilson County,195,9536,4288
700,3719500PRTO,Wilson County,195,5262,2391
700,3719500PRWA,Wilson County,195,1661,915
700,3719500PRWB,Wilson County,195,2054,974
700,3719500PRWC,Wilson County,195,2390,1204
700,3719500PRWD,Wilson County,195,2046,996
700,3719500PRWE,Wilson County,195,2266,1102
700,3719500PRWH,Wilson County,195,1471,793
700,3719500PRWI,Wilson County,195,2932,1364
700,3719500PRWJ,Wilson County,195,5064,2411
700,3719500PRWK,Wilson County,195,1885,848
700,3719500PRWL,Wilson County,195,3302,1453
700,3719500PRWM,Wilson County,195,5793,2730
700,3719500PRWN,Wilson County,195,3680,1657
700,3719500PRWP,Wilson County,195,2059,869
700,3719500PRWQ,Wilson County,195,951,476
700,3719500PRWR,Wilson County,195,3040,1461
700,3719700BNVL,Yadkin County,197,4138,1917
700,3719700DCRK,Yadkin County,197,3128,1345
700,3719700EBND,Yadkin County,197,3343,1564
700,3719700FBSH,Yadkin County,197,4119,1821
700,3719700NBCK,Yadkin County,197,2080,980
700,3719700NFAL,Yadkin County,197,1493,705
700,3719700NKNB,Yadkin County,197,4460,2136
700,3719700NLIB,Yadkin County,197,5991,2576
700,3719700SBCK,Yadkin County,197,1390,567
700,3719700SFAL,Yadkin County,197,2497,1145
700,3719700SKNB,Yadkin County,197,1686,792
700,3719700SLIB,Yadkin County,197,2889,1398
700,3719901-BUR,Yancey County,199,4491,2488
700,3719902-CAN,Yancey County,199,1870,991
700,3719903-EGY,Yancey County,199,768,637
700,3719904-RAM,Yancey County,199,461,290
700,3719905-GRE,Yancey County,199,607,395
700,3719906-JAC,Yancey County,199,1905,992
700,3719907-BRU,Yancey County,199,568,362
700,3719908-CRA,Yancey County,199,3381,1695
700,3719909-SOU,Yancey County,199,2314,1674
700,3719910-PEN,Yancey County,199,629,558
700,3719911-PRI,Yancey County,199,1476,1148
